"","Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Source","URL"
"12907","Nymphalidae","Catuna crithea","Melianthaceae","Bersama","BHL","http://www.biodiversitylibrary.org/page/41065045"
"4662","Hesperiidae","Celaenorrhinus galenus","Acanthaceae","Justicia","EOL","http://eol.org/data_objects/22844968"
"4663","Hesperiidae","Celaenorrhinus galenus","Acanthaceae","Hypoestes","EOL","http://eol.org/data_objects/22844968"
"15801","Hesperiidae","Celaenorrhinus galenus","Acanthaceae","Justicia","BHL","http://www.biodiversitylibrary.org/page/39203226"
"4668","Hesperiidae","Celaenorrhinus leucocera","Acanthaceae","Eranthemum","EOL","http://eol.org/data_objects/23297944"
"4669","Hesperiidae","Celaenorrhinus leucocera","Acanthaceae","Peristrophe","EOL","http://eol.org/data_objects/23297944"
"4664","Hesperiidae","Celaenorrhinus mokeezi","Acanthaceae","Isoglossa woodii","EOL","http://eol.org/data_objects/22722825"
"4665","Hesperiidae","Celaenorrhinus mokeezi","Acanthaceae","Isoglossa","EOL","http://eol.org/data_objects/22722825"
"15961","Hesperiidae","Celaenorrhinus mokeezi","Acanthaceae","Justicia","BHL","http://www.biodiversitylibrary.org/page/40678787"
"4666","Hesperiidae","Celaenorrhinus proxima","Acanthaceae","Mimulopsis","EOL","http://eol.org/data_objects/22845130"
"4667","Hesperiidae","Celaenorrhinus ruficornis","Acanthaceae","Strobilanthes","EOL","http://eol.org/data_objects/21510743"
"22963","Lycaenidae","Celastrina argiolus","Scrophulariaceae","Buddleja davidii","BHL","http://www.biodiversitylibrary.org/page/30210625"
"22964","Lycaenidae","Celastrina argiolus","Rhamnaceae","Ceanothus americanus","BHL","http://www.biodiversitylibrary.org/page/41024476"
"22965","Lycaenidae","Celastrina argiolus","Fabaceae","Erythrina herbacea","BHL","http://www.biodiversitylibrary.org/page/41024476"
"22966","Lycaenidae","Celastrina argiolus","Rosaceae","Rubus idaeus","BHL","http://www.biodiversitylibrary.org/page/40812588"
"22967","Lycaenidae","Celastrina argiolus","Caprifoliaceae","Sambucus nigra","BHL","http://www.biodiversitylibrary.org/page/30000929"
"22968","Lycaenidae","Celastrina argiolus","Caprifoliaceae","Sambucus nigra","BHL","http://www.biodiversitylibrary.org/page/40812440"
"22969","Lycaenidae","Celastrina argiolus","Sapindaceae","Acer","BHL","http://www.biodiversitylibrary.org/page/29715265"
"22970","Lycaenidae","Celastrina argiolus","Scrophulariaceae","Buddleja","BHL","http://www.biodiversitylibrary.org/page/30210625"
"22971","Lycaenidae","Celastrina argiolus","Rhamnaceae","Ceanothus","BHL","http://www.biodiversitylibrary.org/page/8889197"
"22972","Lycaenidae","Celastrina argiolus","Rhamnaceae","Ceanothus","BHL","http://www.biodiversitylibrary.org/page/41024476"
"22973","Lycaenidae","Celastrina argiolus","Rhamnaceae","Ceanothus","BHL","http://www.biodiversitylibrary.org/page/41074149"
"22974","Lycaenidae","Celastrina argiolus","Rhamnaceae","Ceanothus","BHL","http://www.biodiversitylibrary.org/page/41137353"
"22975","Lycaenidae","Celastrina argiolus","Fabaceae","Colutea","BHL","http://www.biodiversitylibrary.org/page/29997367"
"22976","Lycaenidae","Celastrina argiolus","Fabaceae","Colutea","BHL","http://www.biodiversitylibrary.org/page/29997904"
"22977","Lycaenidae","Celastrina argiolus","Cornaceae","Cornus","BHL","http://www.biodiversitylibrary.org/page/29842309"
"22978","Lycaenidae","Celastrina argiolus","Cornaceae","Cornus","BHL","http://www.biodiversitylibrary.org/page/30054977"
"22979","Lycaenidae","Celastrina argiolus","Cornaceae","Cornus","BHL","http://www.biodiversitylibrary.org/page/40778539"
"22980","Lycaenidae","Celastrina argiolus","Fabaceae","Erythrina","BHL","http://www.biodiversitylibrary.org/page/41024476"
"22981","Lycaenidae","Celastrina argiolus","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/9020409"
"22982","Lycaenidae","Celastrina argiolus","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/30013904"
"22983","Lycaenidae","Celastrina argiolus","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/30054977"
"22984","Lycaenidae","Celastrina argiolus","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/39245233"
"22985","Lycaenidae","Celastrina argiolus","Rhamnaceae","Rhamnus","BHL","http://www.biodiversitylibrary.org/page/30013972"
"22986","Lycaenidae","Celastrina argiolus","Rhamnaceae","Rhamnus","BHL","http://www.biodiversitylibrary.org/page/30040653"
"22987","Lycaenidae","Celastrina argiolus","Rhamnaceae","Rhamnus","BHL","http://www.biodiversitylibrary.org/page/39321020"
"22988","Lycaenidae","Celastrina argiolus","Hamamelidaceae","Hamamelis","BHL","http://www.biodiversitylibrary.org/page/29829745"
"22989","Lycaenidae","Celastrina argiolus","Araliaceae","Hedera","BHL","http://www.biodiversitylibrary.org/page/30013972"
"22990","Lycaenidae","Celastrina argiolus","Aquifoliaceae","Ilex","BHL","http://www.biodiversitylibrary.org/page/30013972"
"22991","Lycaenidae","Celastrina argiolus","Aquifoliaceae","Ilex","BHL","http://www.biodiversitylibrary.org/page/30014586"
"22992","Lycaenidae","Celastrina argiolus","Aquifoliaceae","Ilex","BHL","http://www.biodiversitylibrary.org/page/29805077"
"22993","Lycaenidae","Celastrina argiolus","Aquifoliaceae","Ilex","BHL","http://www.biodiversitylibrary.org/page/40812588"
"22994","Lycaenidae","Celastrina argiolus","Ericaceae","Rhododendron","BHL","http://www.biodiversitylibrary.org/page/8931862"
"22995","Lycaenidae","Celastrina argiolus","Ericaceae","Rhododendron","BHL","http://www.biodiversitylibrary.org/page/30058889"
"22996","Lycaenidae","Celastrina argiolus","Ericaceae","Rhododendron","BHL","http://www.biodiversitylibrary.org/page/30062502"
"22997","Lycaenidae","Celastrina argiolus","Caprifoliaceae","Lonicera","BHL","http://www.biodiversitylibrary.org/page/29804565"
"22998","Lycaenidae","Celastrina argiolus","Caprifoliaceae","Lonicera","BHL","http://www.biodiversitylibrary.org/page/40812530"
"22999","Lycaenidae","Celastrina argiolus","Caprifoliaceae","Lonicera","BHL","http://www.biodiversitylibrary.org/page/33936320"
"23000","Lycaenidae","Celastrina argiolus","Fabaceae","Lotus","BHL","http://www.biodiversitylibrary.org/page/12119512"
"23001","Lycaenidae","Celastrina argiolus","Fabaceae","Lotus","BHL","http://www.biodiversitylibrary.org/page/30000725"
"23002","Lycaenidae","Celastrina argiolus","Fabaceae","Lotus","BHL","http://www.biodiversitylibrary.org/page/41137353"
"23003","Lycaenidae","Celastrina argiolus","Fabaceae","Lotus","BHL","http://www.biodiversitylibrary.org/page/39245233"
"23004","Lycaenidae","Celastrina argiolus","Fabaceae","Lotus","BHL","http://www.biodiversitylibrary.org/page/39246661"
"23005","Lycaenidae","Celastrina argiolus","Fabaceae","Lupinus","BHL","http://www.biodiversitylibrary.org/page/41074149"
"23006","Lycaenidae","Celastrina argiolus","Rosaceae","Prunus","BHL","http://www.biodiversitylibrary.org/page/30062338"
"23007","Lycaenidae","Celastrina argiolus","Rosaceae","Prunus","BHL","http://www.biodiversitylibrary.org/page/30062569"
"23008","Lycaenidae","Celastrina argiolus","Rosaceae","Prunus","BHL","http://www.biodiversitylibrary.org/page/30250646"
"23009","Lycaenidae","Celastrina argiolus","Rosaceae","Prunus","BHL","http://www.biodiversitylibrary.org/page/29715265"
"23010","Lycaenidae","Celastrina argiolus","Rosaceae","Prunus","BHL","http://www.biodiversitylibrary.org/page/40763471"
"23011","Lycaenidae","Celastrina argiolus","Rosaceae","Pyracantha","BHL","http://www.biodiversitylibrary.org/page/30000730"
"23012","Lycaenidae","Celastrina argiolus","Rosaceae","Pyracantha","BHL","http://www.biodiversitylibrary.org/page/30013972"
"23013","Lycaenidae","Celastrina argiolus","Rosaceae","Pyracantha","BHL","http://www.biodiversitylibrary.org/page/40812065"
"23014","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/29882996"
"23015","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/29947331"
"23016","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/35949735"
"23017","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/29886391"
"23018","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/29976593"
"23019","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/30000758"
"23020","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/30013904"
"23021","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/30062899"
"23022","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/30062721"
"23023","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/30071458"
"23024","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/30072481"
"23025","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/30210759"
"23026","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/39203333"
"23027","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/41024476"
"23028","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/41137353"
"23029","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/28754518"
"23030","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/41304308"
"23031","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/41304369"
"23032","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/29830904"
"23033","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/29804850"
"23034","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/29804851"
"23035","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/40763471"
"23036","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/40778790"
"23037","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/40778980"
"23038","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/40812295"
"23039","Lycaenidae","Celastrina argiolus","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/40812588"
"23040","Lycaenidae","Celastrina argiolus","Fabaceae","Robinia","BHL","http://www.biodiversitylibrary.org/page/30013972"
"23041","Lycaenidae","Celastrina argiolus","Rosaceae","Rubus","BHL","http://www.biodiversitylibrary.org/page/30013972"
"23042","Lycaenidae","Celastrina argiolus","Rosaceae","Rubus","BHL","http://www.biodiversitylibrary.org/page/30013904"
"23043","Lycaenidae","Celastrina argiolus","Rosaceae","Rubus","BHL","http://www.biodiversitylibrary.org/page/40812588"
"23044","Lycaenidae","Celastrina argiolus","Caprifoliaceae","Sambucus","BHL","http://www.biodiversitylibrary.org/page/30000929"
"23045","Lycaenidae","Celastrina argiolus","Caprifoliaceae","Sambucus","BHL","http://www.biodiversitylibrary.org/page/40812440"
"23046","Lycaenidae","Celastrina argiolus","Rosaceae","Spiraea","BHL","http://www.biodiversitylibrary.org/page/41074149"
"23047","Lycaenidae","Celastrina argiolus","Rosaceae","Spiraea","BHL","http://www.biodiversitylibrary.org/page/29804850"
"23048","Lycaenidae","Celastrina argiolus","Fabaceae","Ulex","BHL","http://www.biodiversitylibrary.org/page/25409781"
"23049","Lycaenidae","Celastrina argiolus","Fabaceae","Ulex","BHL","http://www.biodiversitylibrary.org/page/8964173"
"23050","Lycaenidae","Celastrina argiolus","Fabaceae","Ulex","BHL","http://www.biodiversitylibrary.org/page/40812588"
"23051","Lycaenidae","Celastrina argiolus","Ericaceae","Vaccinium","BHL","http://www.biodiversitylibrary.org/page/30013972"
"23052","Lycaenidae","Celastrina argiolus","Ericaceae","Vaccinium","BHL","http://www.biodiversitylibrary.org/page/30062899"
"23053","Lycaenidae","Celastrina argiolus","Ericaceae","Vaccinium","BHL","http://www.biodiversitylibrary.org/page/41074149"
"23054","Lycaenidae","Celastrina argiolus","Ericaceae","Arbutus","BHL","http://www.biodiversitylibrary.org/page/29882052"
"23055","Lycaenidae","Celastrina argiolus","Berberidaceae","Berberis","BHL","http://www.biodiversitylibrary.org/page/39321542"
"23056","Lycaenidae","Celastrina argiolus","Fabaceae","Vicia","BHL","http://www.biodiversitylibrary.org/page/10022501"
"23057","Lycaenidae","Celastrina argiolus","Fabaceae","Vicia","BHL","http://www.biodiversitylibrary.org/page/25410782"
"23058","Lycaenidae","Celastrina argiolus","Fabaceae","Vicia","BHL","http://www.biodiversitylibrary.org/page/30000725"
"23059","Lycaenidae","Celastrina argiolus","Fabaceae","Vicia","BHL","http://www.biodiversitylibrary.org/page/8889197"
"23060","Lycaenidae","Celastrina argiolus","Fabaceae","Vicia","BHL","http://www.biodiversitylibrary.org/page/29713267"
"23061","Lycaenidae","Celastrina argiolus","Fabaceae","Vicia","BHL","http://www.biodiversitylibrary.org/page/29713328"
"446","Lycaenidae","Celastrina ladon","Rhamnaceae","Ceanothus","EOL","http://eol.org/data_objects/23144280"
"447","Lycaenidae","Celastrina ladon","Cannabaceae","Humulus","EOL","http://eol.org/data_objects/14442196"
"448","Lycaenidae","Celastrina ladon","Rosaceae","Spiraea","EOL","http://eol.org/data_objects/23144280"
"24328","Lycaenidae","Celastrina neglectamajor","Ranunculaceae","Cimicifuga","BHL","http://www.biodiversitylibrary.org/page/33358221"
"8033","Lycaenidae","Celastrina nigra","Rosaceae","Aruncus","EOL","http://eol.org/data_objects/19605877"
"8034","Lycaenidae","Celastrina nigra","Rosaceae","Aruncus","EOL","http://eol.org/data_objects/14442284"
"4841","Hesperiidae","Celotes nessus","Malvaceae","Sphaeralcea","EOL","http://eol.org/data_objects/17728633"
"4842","Hesperiidae","Celotes nessus","Malvaceae","Sida","EOL","http://eol.org/data_objects/17728633"
"16870","Hesperiidae","Celotes nessus","Malvaceae","Abutilon incanum","BHL","http://www.biodiversitylibrary.org/page/41139598"
"16871","Hesperiidae","Celotes nessus","Malvaceae","Abutilon incanum","BHL","http://www.biodiversitylibrary.org/page/41139654"
"16872","Hesperiidae","Celotes nessus","Malvaceae","Sphaeralcea angustifolia","BHL","http://www.biodiversitylibrary.org/page/41139598"
"16873","Hesperiidae","Celotes nessus","Malvaceae","Wissadula amplissima","BHL","http://www.biodiversitylibrary.org/page/41139598"
"16874","Hesperiidae","Celotes nessus","Malvaceae","Wissadula amplissima","BHL","http://www.biodiversitylibrary.org/page/41139654"
"16875","Hesperiidae","Celotes nessus","Malvaceae","Abutilon","BHL","http://www.biodiversitylibrary.org/page/41139598"
"16876","Hesperiidae","Celotes nessus","Malvaceae","Abutilon","BHL","http://www.biodiversitylibrary.org/page/41139654"
"16877","Hesperiidae","Celotes nessus","Malvaceae","Alcea","BHL","http://www.biodiversitylibrary.org/page/31629536"
"16878","Hesperiidae","Celotes nessus","Malvaceae","Sphaeralcea","BHL","http://www.biodiversitylibrary.org/page/41139598"
"16879","Hesperiidae","Celotes nessus","Malvaceae","Sphaeralcea","BHL","http://www.biodiversitylibrary.org/page/41139654"
"16880","Hesperiidae","Celotes nessus","Malvaceae","Wissadula","BHL","http://www.biodiversitylibrary.org/page/41138197"
"16881","Hesperiidae","Celotes nessus","Malvaceae","Wissadula","BHL","http://www.biodiversitylibrary.org/page/41139598"
"16882","Hesperiidae","Celotes nessus","Malvaceae","Wissadula","BHL","http://www.biodiversitylibrary.org/page/41139654"
"16883","Hesperiidae","Celotes nessus","Malvaceae","Althaea","BHL","http://www.biodiversitylibrary.org/page/41139598"
"16884","Hesperiidae","Celotes nessus","Malvaceae","Althaea","BHL","http://www.biodiversitylibrary.org/page/41139654"
"16885","Hesperiidae","Celotes nessus","Malvaceae","Sida","BHL","http://www.biodiversitylibrary.org/page/41139598"
"16886","Hesperiidae","Celotes nessus","Malvaceae","Sida","BHL","http://www.biodiversitylibrary.org/page/41139654"
"16005","Hesperiidae","Cephise aelius","Combretaceae","Combretum farinosum","BHL","http://www.biodiversitylibrary.org/page/41154562"
"16006","Hesperiidae","Cephise aelius","Malpighiaceae","Byrsonima crassifolia","BHL","http://www.biodiversitylibrary.org/page/41154562"
"16007","Hesperiidae","Cephise aelius","Combretaceae","Combretum","BHL","http://www.biodiversitylibrary.org/page/41154562"
"16008","Hesperiidae","Cephise aelius","Combretaceae","Terminalia","BHL","http://www.biodiversitylibrary.org/page/41154562"
"16009","Hesperiidae","Cephise aelius","Malpighiaceae","Banisteriopsis","BHL","http://www.biodiversitylibrary.org/page/41154562"
"16010","Hesperiidae","Cephise aelius","Malpighiaceae","Bunchosia","BHL","http://www.biodiversitylibrary.org/page/41154562"
"16011","Hesperiidae","Cephise aelius","Malpighiaceae","Byrsonima","BHL","http://www.biodiversitylibrary.org/page/41154562"
"16012","Hesperiidae","Cephise aelius","Malpighiaceae","Heteropterys","BHL","http://www.biodiversitylibrary.org/page/41154562"
